Date,Tmean,Tmax,Tmin,RHmean,RHmax,RHmin,Pmean,Rn,Rl,G,PAR,ETcat,ET0pm,ET0cat,U2max,U2mean,U2dir,Rain,Insolation
31-12-1999,26.7,33.2,20.2,75.3,,,97.4,20.8,13.8,0.0,,7.2,4.7,5.8,,1.5,,9.9,6.5
01-01-2000,27.1,33.7,20.5,60.8,,,97.4,23.4,14.8,0.0,,5.8,4.9,4.1,,0.9,,0.3,8.0
02-01-2000,26.1,31.2,21.0,76.1,,,97.4,17.0,11.5,0.0,,7.7,6.8,5.4,,2.1,,30.4,3.0
03-01-2000,23.5,28.7,18.3,71.7,,,97.4,14.5,9.8,0.0,,5.9,6.3,4.1,,2.1,,24.3,1.0
04-01-2000,25.9,31.7,20.0,74.1,,,97.4,25.3,16.3,0.0,,8.2,5.8,6.5,,1.3,,0.0,9.5
05-01-2000,26.8,32.7,20.8,77.1,,,97.4,23.4,15.4,0.0,,8.3,7.0,6.7,,2.0,,0.0,8.0
06-01-2000,26.1,31.7,20.4,79.0,,,97.4,20.9,13.8,0.0,,6.4,6.7,5.1,,1.9,,0.0,6.0
07-01-2000,25.4,30.7,20.0,81.1,,,97.4,18.3,12.3,0.0,,7.0,5.5,5.6,,1.4,,3.0,4.0
08-01-2000,25.0,30.7,19.2,82.2,,,97.4,17.7,11.9,0.0,,4.7,5.9,3.8,,1.6,,12.2,3.5
09-01-2000,25.7,32.2,19.2,70.5,,,97.4,26.6,16.8,0.0,,7.5,6.4,6.0,,1.6,,0.0,10.5
10-01-2000,26.8,33.6,20.0,50.9,,,97.4,27.5,16.4,0.0,,8.0,6.6,5.6,,1.6,,0.0,11.2
11-01-2000,27.2,34.4,20.0,53.7,,,97.4,27.2,16.5,0.0,,7.6,5.8,5.3,,1.2,,0.0,11.0
12-01-2000,27.8,34.2,21.4,69.2,,,97.4,20.8,13.7,0.0,,8.6,5.9,6.3,,1.4,,0.0,6.0
13-01-2000,27.2,34.2,20.2,65.2,,,97.4,27.2,17.2,0.0,,5.3,5.2,3.2,,0.9,,0.0,11.0
14-01-2000,27.3,34.2,20.3,62.3,,,97.4,26.6,16.6,0.0,,6.4,5.1,4.4,,0.9,,1.9,10.5
15-01-2000,28.1,34.5,21.6,58.0,,,97.4,25.3,15.8,0.0,,7.1,5.3,4.9,,1.0,,1.2,9.5
16-01-2000,29.4,36.1,22.6,49.2,,,97.4,26.3,16.0,0.0,,13.5,7.2,9.4,,1.8,,0.0,10.3
17-01-2000,29.0,35.7,22.2,79.8,,,97.4,21.0,14.4,0.0,,8.6,5.0,6.9,,1.0,,0.1,6.2
18-01-2000,26.5,32.0,21.0,76.2,,,97.4,16.9,11.4,0.0,,5.4,5.3,4.3,,1.3,,0.0,3.0
19-01-2000,28.3,36.2,20.4,63.6,,,97.4,24.8,15.9,0.0,,7.8,5.1,5.4,,0.9,,0.0,9.2
20-01-2000,26.4,32.7,20.0,75.3,,,97.4,23.3,15.2,0.0,,10.6,6.4,8.5,,1.7,,48.5,8.0
21-01-2000,27.1,33.2,21.0,59.9,,,97.4,26.5,16.3,0.0,,7.5,5.5,5.2,,1.1,,0.0,10.5
22-01-2000,27.7,35.2,20.2,41.9,,,97.4,29.0,16.7,0.0,,9.4,5.4,6.5,,0.9,,0.0,12.5
23-01-2000,27.8,35.2,20.3,40.1,,,97.4,28.4,16.2,0.0,,10.3,5.1,7.2,,0.9,,0.0,12.0
24-01-2000,27.5,35.0,20.0,44.9,,,97.4,28.5,16.6,0.0,,10.7,5.7,7.5,,1.1,,0.0,12.1
25-01-2000,28.3,34.2,22.4,65.0,,,97.4,23.2,14.9,0.0,,9.4,6.1,6.6,,1.4,,0.0,8.0
26-01-2000,27.4,32.7,22.0,65.5,,,97.4,18.1,11.9,0.0,,5.0,4.9,3.5,,1.1,,0.6,4.0
27-01-2000,25.7,31.2,20.2,83.4,,,97.4,16.8,11.4,0.0,,5.1,5.9,4.1,,1.7,,41.5,3.0
28-01-2000,25.5,32.2,18.8,72.3,,,97.4,15.4,10.4,0.0,,5.3,6.0,4.2,,1.7,,12.0,1.9
29-01-2000,25.7,31.7,19.6,58.4,,,97.4,24.4,14.9,0.0,,6.3,6.2,4.4,,1.6,,0.0,9.0
30-01-2000,26.6,20.6,32.5,75.1,,,97.4,17.0,11.4,0.0,,5.5,5.2,4.4,,1.2,,5.1,3.2
31-01-2000,28.3,34.7,21.8,56.3,,,97.4,21.6,13.6,0.0,,7.5,6.8,5.2,,1.8,,0.0,6.8
01-02-2000,25.9,32.2,19.6,79.7,,,97.4,19.1,12.8,0.0,,6.0,5.9,4.8,,1.6,,29.9,4.9
02-02-2000,27.9,34.7,21.0,67.4,,,97.4,24.5,15.7,0.0,,7.6,5.8,5.3,,1.3,,9.5,8.8
03-02-2000,25.8,29.7,21.8,83.6,,,97.4,13.5,9.4,0.0,,4.3,4.3,3.4,,1.0,,5.6,0.9
04-02-2000,26.1,31.2,21.0,62.5,,,97.4,23.4,14.5,0.0,,4.8,6.6,3.4,,1.9,,0.0,8.0
05-02-2000,25.6,31.2,20.0,57.8,,,97.4,23.3,14.2,0.0,,5.4,4.4,3.8,,0.8,,0.0,8.0
06-02-2000,25.8,31.2,20.4,81.5,,,97.4,22.5,14.7,0.0,,7.5,4.7,6.0,,0.9,,0.6,7.4
07-02-2000,25.6,31.2,20.0,64.6,,,97.4,20.5,13.0,0.0,,3.2,4.7,5.2,,0.9,,0.2,6.0
08-02-2000,25.7,30.2,21.2,65.9,,,97.4,17.0,11.1,0.0,,7.1,4.7,7.1,,1.1,,46.0,3.5
09-02-2000,24.6,29.2,20.0,70.5,,,97.4,18.4,11.9,0.0,,7.2,6.2,7.2,,1.9,,32.6,4.5
10-02-2000,24.2,28.2,20.2,89.0,,,97.4,19.0,12.6,0.0,,6.8,5.7,6.8,,1.6,,25.1,5.0
11-02-2000,24.9,29.2,20.5,92.0,,,97.4,14.2,9.9,0.0,,6.7,5.3,6.7,,1.5,,8.5,1.5
12-02-2000,23.4,27.2,19.6,94.5,,,97.4,12.1,8.6,0.0,,6.9,6.2,6.9,,2.2,,85.0,0.0
13-02-2000,24.2,29.0,19.3,78.1,,,97.4,14.1,9.6,0.0,,6.3,5.3,5.0,,1.5,,43.7,1.5
14-02-2000,25.6,31.2,20.0,79.2,,,97.4,21.7,14.1,0.0,,6.4,6.0,5.1,,1.6,,13.5,7.0
15-02-2000,25.9,31.2,20.5,70.5,,,97.4,20.9,13.4,0.0,,5.0,7.0,3.5,,2.2,,,6.5
16-02-2000,27.7,30.2,25.2,77.2,,,97.4,18.4,12.3,0.0,,6.0,3.7,4.8,,0.6,,,4.7
17-02-2000,25.6,29.2,22.0,67.5,,,97.4,21.1,13.3,0.0,,5.5,6.1,3.8,,1.8,,,6.7
18-02-2000,20.4,29.2,11.5,62.1,,,97.4,24.9,14.7,0.0,,8.0,7.9,5.2,,3.0,,,9.5
19-02-2000,25.8,32.3,20.0,67.1,,,97.4,27.6,16.9,0.0,,9.6,7.3,6.7,,2.2,,,11.5
20-02-2000,26.8,33.4,21.6,70.8,,,97.4,26.2,16.6,0.0,,8.9,7.0,6.1,,2.0,,,10.5
21-02-2000,27.8,32.6,23.7,69.7,,,97.4,27.5,17.3,0.0,,9.0,6.4,6.1,,1.7,,,11.5
22-02-2000,26.6,32.9,22.0,75.2,,,97.4,28.1,17.9,0.0,,6.5,5.3,4.6,,1.1,,0.8,12.0
23-02-2000,25.8,33.1,21.7,76.3,,,97.4,27.4,17.5,0.0,,7.5,5.8,5.4,,1.4,,,11.5
24-02-2000,27.6,35.4,21.8,71.2,,,97.4,11.7,8.3,0.0,,6.0,4.1,4.3,,0.9,,11.2,0.0
25-02-2000,28.1,34.5,24.4,72.0,,,,,,,,6.3,2.0,4.5,,1.0,,,
26-02-2000,28.7,34.6,23.1,70.8,,,,,,,,7.8,2.0,5.5,,0.7,,,
27-02-2000,29.4,34.9,24.5,67.6,,,,,,,,8.4,2.0,6.0,,1.0,,,
28-02-2000,25.6,32.3,21.3,81.7,,,97.4,21.7,14.2,0.0,,5.7,5.8,4.1,,1.6,,17.0,7.5
29-02-2000,25.6,31.7,22.7,84.9,,,97.4,21.0,13.9,0.0,,3.4,3.5,2.6,,0.5,,15.0,7.0
01-03-2000,25.4,31.5,22.7,84.7,96.4,57.0,97.3,18.4,13.1,0.7,392.0,3.1,4.3,2.3,7.5,1.5,107.8,13.0,7.0
02-03-2000,24.8,31.1,22.0,86.0,97.0,59.8,97.3,17.8,12.4,1.0,377.0,3.1,4.0,2.4,4.8,1.2,135.5,22.4,3.5
03-03-2000,25.2,30.6,21.9,84.9,98.0,60.2,97.3,12.3,8.7,0.9,267.1,2.8,3.0,2.2,5.0,1.0,103.1,42.4,2.5
04-03-2000,24.5,28.3,22.2,88.5,96.1,66.3,97.4,10.3,6.9,0.5,224.8,1.7,2.5,1.3,4.9,0.9,121.9,14.5,1.5
05-03-2000,25.2,31.6,23.0,83.1,93.2,54.8,97.5,18.3,12.8,1.0,386.5,4.7,4.1,3.5,8.8,1.0,154.5,0.5,5.0
06-03-2000,26.0,32.8,21.6,78.9,97.2,48.8,97.5,21.9,15.6,1.5,469.8,6.6,4.6,5.0,7.1,0.6,154.3,0.0,9.0
07-03-2000,26.6,32.8,22.4,77.8,96.2,54.1,97.3,24.3,17.3,1.0,517.9,7.3,5.2,5.2,6.7,1.2,150.6,0.0,3.5
08-03-2000,24.1,28.6,21.6,83.6,97.1,58.8,97.3,11.9,7.6,0.3,260.9,2.3,3.0,1.8,6.2,1.2,108.3,35.6,3.5
09-03-2000,24.6,30.1,19.7,71.3,81.9,54.2,97.3,20.0,13.9,1.0,422.2,5.9,4.5,4.2,7.0,1.5,104.2,0.0,5.5
10-03-2000,23.7,29.5,21.7,87.6,96.7,62.8,97.3,10.8,7.6,0.7,240.4,2.0,2.8,1.5,4.6,1.2,137.8,15.2,1.5
11-03-2000,24.0,28.3,21.4,86.1,96.7,64.4,97.2,14.3,9.5,0.5,307.9,3.7,3.0,1.9,4.0,0.6,208.1,2.0,1.0
12-03-2000,24.9,30.2,22.1,83.3,96.5,58.1,97.0,18.6,13.2,0.9,405.4,4.4,4.0,3.3,4.8,1.0,146.0,9.7,6.3
13-03-2000,26.3,32.8,21.0,69.5,95.1,38.1,96.9,26.0,17.3,1.4,541.2,6.9,5.3,4.9,4.2,0.9,130.3,0.0,10.5
14-03-2000,23.3,25.7,21.6,84.7,95.9,67.4,97.0,4.5,2.6,0.0,101.6,1.3,1.6,1.0,4.0,1.1,110.2,11.7,0.0
15-03-2000,23.5,30.5,21.3,88.7,97.0,58.9,97.1,10.7,7.7,0.7,240.4,1.1,2.7,0.9,4.0,0.9,112.3,19.8,3.0
16-03-2000,25.4,32.2,22.0,85.5,95.8,53.9,97.1,19.6,14.0,1.3,426.6,2.1,4.3,1.5,4.8,1.0,152.4,4.8,6.0
17-03-2000,26.5,32.4,23.0,81.6,96.0,50.3,97.0,19.8,14.0,0.9,425.2,4.7,4.4,3.4,7.5,1.0,161.6,0.3,7.3
18-03-2000,24.4,30.6,22.1,89.3,97.3,63.7,97.0,12.1,8.4,0.6,257.1,1.6,2.9,1.2,7.9,0.8,183.5,41.4,3.1
19-03-2000,24.6,27.2,22.3,85.6,95.8,68.7,97.0,11.1,7.2,0.5,238.1,1.7,2.6,1.4,4.6,1.0,95.4,0.3,0.3
20-03-2000,25.2,30.7,22.1,80.4,91.1,59.9,97.3,15.5,10.7,0.9,333.7,3.4,3.8,2.5,5.9,1.7,95.6,4.6,3.5
21-03-2000,24.3,29.7,22.3,88.3,96.8,64.3,97.4,8.1,5.2,0.3,177.5,1.2,2.2,1.0,4.7,0.9,131.8,11.7,2.6
22-03-2000,25.8,32.3,22.0,81.5,95.5,54.2,97.3,18.8,13.0,1.2,404.7,5.0,4.2,3.8,4.7,1.2,111.5,0.0,6.2
23-03-2000,27.4,32.8,22.5,68.2,92.3,38.5,97.3,23.4,16.4,1.2,499.4,7.2,5.6,4.9,6.3,2.0,82.8,0.0,8.7
24-03-2000,27.8,34.0,22.6,67.8,89.3,42.0,97.5,22.7,16.0,1.4,485.0,7.1,5.3,5.0,5.7,1.5,117.7,0.0,8.6
25-03-2000,27.1,33.5,20.8,70.8,95.5,47.5,97.5,24.3,16.9,1.4,520.4,7.0,5.1,5.0,6.4,1.1,141.2,1.0,10.0
26-03-2000,26.6,33.6,20.6,72.9,96.5,48.0,97.2,23.1,16.0,1.3,494.4,6.2,5.2,4.4,11.2,1.6,107.7,42.4,8.5
27-03-2000,22.5,25.2,20.2,87.3,96.8,72.2,97.3,9.4,6.4,0.2,204.0,2.5,2.3,1.9,7.6,2.1,104.1,19.6,4.5
28-03-2000,23.8,30.0,20.0,84.9,97.2,59.7,97.4,12.2,7.9,0.7,265.2,1.9,3.0,1.5,5.4,1.3,124.7,23.1,8.5
29-03-2000,24.0,28.7,19.9,80.4,94.8,59.0,97.5,15.5,12.1,0.8,329.1,4.2,3.4,3.1,4.8,1.2,148.7,0.0,6.5
30-03-2000,23.3,28.6,18.6,80.6,96.4,58.9,97.4,11.4,7.6,0.5,238.0,2.8,2.7,2.1,5.2,1.1,112.8,0.0,2.0
31-03-2000,25.7,31.3,20.5,76.6,94.3,51.3,97.4,22.6,15.8,1.4,485.7,4.9,4.7,3.6,4.8,1.3,85.4,0.0,10.5
01-04-2000,27.0,31.9,22.0,74.8,95.8,50.8,97.6,18.5,12.3,1.0,392.0,5.0,3.8,3.6,4.1,0.6,119.1,0.0,8.5
02-04-2000,26.4,31.9,22.0,69.6,93.7,42.9,97.7,22.2,15.5,0.9,473.4,7.8,5.2,5.3,7.9,2.1,97.8,0.0,10.0
03-04-2000,24.8,31.4,18.3,69.4,90.6,49.3,97.7,22.8,15.7,1.0,482.3,7.0,5.1,4.9,7.6,2.1,98.0,0.0,10.5
04-04-2000,25.3,31.3,19.3,66.9,83.8,46.9,97.7,22.8,15.7,1.1,486.4,7.4,5.2,5.1,6.0,2.2,85.7,0.0,10.2
05-04-2000,25.9,31.4,20.8,64.8,82.6,44.0,97.8,22.8,15.8,1.0,490.6,7.5,5.4,5.1,6.9,2.4,87.8,0.0,10.8
06-04-2000,26.4,32.0,21.2,62.3,80.0,40.7,97.7,23.1,15.7,1.0,488.4,7.5,5.4,5.2,6.1,1.9,86.2,0.0,10.8
07-04-2000,27.1,32.7,21.7,61.2,79.7,37.6,97.5,22.9,15.4,1.2,485.9,7.8,5.4,5.1,5.8,1.8,80.6,0.0,10.8
08-04-2000,27.6,33.1,22.4,58.6,79.7,38.7,97.5,22.8,15.2,1.2,478.2,7.8,5.3,5.4,4.8,1.6,92.5,0.0,10.8
09-04-2000,27.8,33.8,22.5,57.8,78.0,35.4,97.5,20.8,13.7,1.1,442.2,6.9,4.9,4.8,4.4,1.3,103.9,0.0,10.5
10-04-2000,27.2,34.2,20.4,66.1,95.3,33.3,97.4,22.5,14.9,1.2,470.6,7.0,4.4,4.9,4.0,0.7,124.4,0.0,10.5
11-04-2000,27.1,34.1,21.1,66.3,95.6,29.0,97.3,20.0,13.3,1.0,429.7,6.4,4.0,4.4,3.6,0.5,158.1,0.0,
12-04-2000,27.0,34.1,20.8,65.4,96.8,31.4,97.2,20.3,13.1,0.9,428.9,6.2,4.0,4.3,4.7,0.5,147.8,0.0,10.0
13-04-2000,27.3,33.2,22.3,65.9,85.9,39.0,97.2,18.1,12.4,1.0,392.5,5.5,4.2,3.9,5.0,1.2,150.7,0.8,8.0
14-04-2000,27.8,33.9,21.2,63.1,93.8,39.3,97.4,21.9,14.5,1.0,466.5,7.2,4.3,5.1,3.1,0.6,140.4,0.0,10.5
15-04-2000,28.1,34.4,20.9,61.5,95.2,35.4,97.5,21.3,14.3,1.1,451.7,7.1,4.4,5.0,3.7,0.8,138.3,0.0,
16-04-2000,27.6,34.1,21.2,55.0,86.1,29.6,97.4,20.3,13.4,0.9,426.1,7.7,5.0,4.9,6.0,1.6,92.4,0.0,
17-04-2000,26.5,32.5,19.6,58.6,90.4,32.0,97.2,19.8,13.0,0.8,419.5,6.1,4.4,4.1,3.8,1.2,94.5,0.0,9.5
18-04-2000,23.0,25.8,20.1,88.0,97.6,73.7,97.2,6.3,4.3,0.3,142.7,0.6,1.6,0.5,4.5,0.8,102.6,24.1,0.5
19-04-2000,22.3,25.7,19.3,87.6,95.3,73.8,97.4,9.9,6.9,0.0,211.7,2.5,2.2,1.8,6.3,1.2,174.1,0.3,2.0
20-04-2000,19.8,25.0,15.0,72.0,91.1,46.2,97.6,21.6,14.3,0.4,457.7,5.6,4.0,3.9,5.1,1.9,175.8,0.0,
21-04-2000,18.9,25.0,11.8,69.0,97.3,42.1,97.6,22.4,14.3,0.5,459.3,4.6,3.7,3.2,4.9,1.2,178.4,0.0,
22-04-2000,20.8,27.9,14.5,64.9,88.2,37.4,97.5,21.8,13.6,0.9,451.4,4.0,3.7,2.9,5.4,0.8,176.4,0.0,10.5
23-04-2000,21.9,29.5,15.8,62.3,94.1,33.0,97.6,21.3,13.5,0.7,441.4,4.7,3.8,3.2,4.3,0.8,102.1,0.0,10.5
24-04-2000,22.7,30.7,15.1,63.3,98.1,30.2,97.5,21.4,13.5,0.8,442.7,4.7,3.7,3.1,4.3,0.7,117.0,0.0,
25-04-2000,25.0,32.5,16.9,60.3,94.5,32.3,97.4,20.7,13.3,0.8,435.5,5.1,3.9,3.3,3.9,0.8,101.3,0.0,10.0
26-04-2000,25.9,32.1,19.2,61.5,88.8,37.2,97.5,19.8,13.2,0.8,428.9,5.9,4.0,4.2,4.3,1.0,99.3,0.0,10.0
27-04-2000,25.7,31.1,20.1,65.6,90.9,45.2,97.6,16.5,10.6,0.6,351.9,5.6,3.6,3.9,4.5,1.2,103.2,0.0,7.5
28-04-2000,25.6,31.7,19.8,58.0,89.9,32.5,97.7,19.6,12.7,0.7,413.6,5.8,4.1,3.9,5.0,1.1,88.1,0.0,10.5
29-04-2000,25.3,31.0,19.3,58.8,87.8,36.5,97.7,19.7,12.8,0.7,419.1,6.2,4.0,4.2,4.6,1.1,90.8,0.0,10.5
30-04-2000,26.0,31.7,19.5,61.7,91.2,39.0,97.6,17.2,11.5,0.6,365.8,5.8,3.8,4.0,5.4,1.2,88.6,0.0,5.0
01-05-2000,26.8,33.2,20.6,60.2,86.7,33.5,97.5,18.4,12.4,0.6,396.2,6.5,4.1,4.4,4.9,1.2,94.8,0.0,6.0
02-05-2000,27.0,33.4,20.5,65.2,89.6,39.4,97.4,19.0,12.6,0.6,409.0,6.4,4.3,4.5,6.0,1.4,89.6,0.0,10.5
03-05-2000,26.8,31.9,22.3,65.5,86.5,43.0,97.5,16.5,11.1,1.1,354.1,5.3,3.9,3.6,5.8,1.4,82.2,0.0,7.5
04-05-2000,26.6,32.0,21.3,66.7,90.5,46.8,97.5,13.2,8.5,0.4,278.1,4.3,3.5,3.0,5.2,1.6,71.0,0.0,6.0
05-05-2000,27.0,33.5,21.7,64.2,89.9,38.5,97.4,18.8,12.6,0.9,406.2,5.1,4.0,3.6,4.6,1.1,100.0,0.0,
06-05-2000,19.6,25.3,16.9,86.8,96.6,69.5,97.6,4.4,3.0,0.1,98.6,1.8,1.6,1.3,6.7,1.8,182.9,2.0,1.0
07-05-2000,19.8,25.7,13.4,64.1,90.7,45.1,97.7,18.0,11.6,0.9,390.9,3.8,3.1,2.7,4.5,1.1,174.2,0.0,9.0
08-05-2000,22.5,29.5,15.5,57.5,89.7,37.1,97.7,17.1,11.0,0.7,368.8,4.3,3.3,3.0,4.1,1.0,163.2,0.0,8.0
09-05-2000,23.2,29.5,16.3,63.8,92.7,45.1,97.7,18.6,11.9,0.9,399.2,4.6,3.4,3.3,4.0,1.0,174.3,0.0,10.5
10-05-2000,22.4,28.3,16.6,64.3,93.0,39.7,97.9,18.8,12.0,0.9,401.5,4.9,3.4,3.4,5.3,1.1,169.9,0.0,11.5
11-05-2000,21.5,27.5,16.5,59.2,80.4,36.3,97.8,18.4,11.7,0.7,389.5,6.2,4.3,4.1,8.1,2.4,89.0,0.0,10.5
12-05-2000,22.0,30.1,15.3,58.3,78.3,33.3,97.7,18.4,11.3,0.8,387.6,5.4,4.2,3.6,5.6,1.7,120.4,0.0,
13-05-2000,23.9,31.1,15.5,57.0,84.5,34.8,97.7,18.3,11.4,0.7,387.2,4.8,3.7,3.2,5.1,1.2,100.1,0.0,10.0
14-05-2000,24.5,31.1,17.6,56.7,84.1,31.8,97.6,18.4,11.5,0.8,389.7,4.9,3.9,3.3,4.6,1.4,93.4,0.0,10.5
15-05-2000,24.6,31.5,17.4,60.8,92.5,28.4,97.3,18.0,11.2,0.8,377.6,1.0,3.7,0.7,4.7,1.2,105.1,0.0,9.5
16-05-2000,25.2,33.4,16.4,58.7,92.9,30.9,97.2,17.7,11.3,1.2,373.6,5.3,3.8,3.2,5.0,1.2,188.1,0.0,10.0
17-05-2000,20.2,25.0,15.5,72.7,96.8,37.2,97.6,15.1,10.0,0.7,324.4,4.1,3.1,2.9,5.4,1.6,175.7,1.5,8.0
18-05-2000,15.8,21.2,12.0,74.6,91.0,49.9,97.8,10.4,6.7,0.4,215.6,3.1,2.3,2.2,5.0,1.5,184.5,0.0,3.5
19-05-2000,15.8,22.9,10.9,76.2,98.6,41.4,97.9,12.7,7.4,0.7,261.9,2.1,2.0,1.5,3.8,0.4,173.2,0.0,6.5
20-05-2000,18.3,24.9,11.3,70.1,98.3,41.9,97.9,11.1,7.4,0.5,236.7,2.7,2.1,1.9,5.8,0.7,143.0,0.0,3.0
21-05-2000,20.6,26.0,16.9,60.5,81.7,38.6,98.0,13.8,8.6,0.5,284.2,4.8,3.2,3.4,4.6,1.6,106.9,0.0,5.0
22-05-2000,19.8,27.1,14.1,62.4,89.0,33.6,98.1,17.6,10.4,0.8,361.4,4.0,3.3,2.7,5.2,1.2,104.3,0.0,10.5
23-05-2000,19.9,27.8,12.4,66.4,95.4,32.9,98.0,17.6,10.7,1.0,364.4,4.5,2.8,2.9,4.0,0.7,144.5,0.0,10.5
24-05-2000,22.0,30.5,13.9,66.9,98.2,35.8,97.9,17.5,10.8,1.0,365.8,3.5,2.8,2.4,4.5,0.5,114.3,0.0,10.5
25-05-2000,23.8,30.5,18.1,58.5,94.1,29.2,97.6,17.8,11.1,0.9,369.9,5.9,4.1,3.8,6.7,1.9,78.4,0.0,10.5
26-05-2000,24.3,33.4,18.0,56.4,85.9,30.6,97.5,14.4,9.2,1.0,302.9,4.6,3.8,3.0,5.0,1.5,132.2,0.0,8.0
27-05-2000,21.7,31.1,18.1,83.1,97.4,44.5,97.5,10.5,6.6,0.9,224.6,1.4,2.5,1.0,11.3,0.9,144.8,17.3,6.0
28-05-2000,20.8,27.0,15.4,72.2,97.7,31.8,97.5,12.0,8.1,0.5,264.2,3.2,2.6,2.1,5.1,1.0,179.7,0.0,6.0
29-05-2000,18.8,26.8,10.1,53.0,93.2,24.3,97.5,18.8,11.0,1.1,380.3,3.9,2.9,2.5,3.8,0.8,106.1,0.0,10.5
30-05-2000,19.5,28.8,13.8,60.2,95.2,28.5,97.5,13.4,8.3,1.1,278.4,4.0,3.2,2.6,9.5,1.4,118.6,4.6,4.0
31-05-2000,19.7,25.4,15.5,78.4,95.4,54.2,97.5,13.4,8.5,0.7,287.7,2.1,2.4,2.4,3.7,0.9,136.2,0.0,7.5
01-06-2000,19.3,23.7,15.2,79.7,96.7,65.3,97.7,12.3,8.3,0.7,263.3,3.0,2.1,2.2,5.8,1.2,165.6,0.0,5.4
02-06-2000,20.4,28.0,12.6,64.5,90.4,40.0,97.8,17.1,10.6,1.0,360.2,11.2,3.0,3.2,4.4,1.1,121.6,0.0,10.0
03-06-2000,23.1,31.0,16.2,59.0,81.0,35.2,97.8,14.5,9.1,0.9,300.0,4.8,3.6,3.1,5.2,1.6,95.7,0.0,
04-06-2000,24.1,31.0,17.7,60.2,80.0,38.4,97.8,14.2,9.4,0.6,303.0,6.2,4.0,3.5,7.3,2.2,77.5,0.0,
05-06-2000,24.3,30.1,19.3,61.0,81.7,37.7,97.8,16.5,10.4,0.6,350.6,6.3,4.4,3.8,6.3,2.6,66.8,0.0,10.3
06-06-2000,23.4,29.3,17.9,56.2,77.0,34.4,98.0,17.4,10.4,0.6,362.2,5.7,3.8,3.6,5.5,1.7,74.6,0.0,9.9
07-06-2000,22.5,29.1,15.9,59.0,85.8,35.2,97.9,16.8,10.0,0.5,348.6,4.8,3.3,3.4,5.6,1.3,74.4,0.0,9.9
08-06-2000,23.3,31.0,16.6,58.6,91.6,29.8,97.9,17.5,10.3,0.7,360.5,5.3,3.1,3.4,4.3,0.8,92.6,0.0,9.7
09-06-2000,22.8,30.7,15.3,61.1,96.8,25.2,97.9,16.2,9.4,0.6,333.4,4.4,2.9,3.1,3.3,0.7,95.5,0.0,10.3
10-06-2000,23.3,30.6,16.4,53.4,92.0,24.2,97.8,16.9,9.8,0.6,344.0,5.0,3.0,3.5,4.8,0.8,104.4,0.0,10.5
11-06-2000,23.4,31.5,15.2,51.7,91.3,24.4,97.7,16.6,9.9,0.6,343.0,5.4,3.3,3.5,4.5,1.1,85.2,0.0,10.0
12-06-2000,24.1,31.4,17.0,50.1,89.5,24.5,97.5,16.8,9.9,0.6,348.7,6.1,3.4,3.8,4.1,1.2,87.6,0.0,10.5
13-06-2000,24.8,32.2,18.3,45.2,76.7,21.8,97.5,14.3,8.3,0.5,295.2,5.8,3.5,3.3,4.4,1.3,82.5,0.0,8.0
14-06-2000,24.7,31.8,15.7,52.9,92.4,31.5,97.5,16.6,9.8,0.5,340.6,5.4,3.5,3.7,4.7,1.3,67.9,0.0,9.5
15-06-2000,25.4,32.0,18.7,54.1,83.3,32.3,97.5,16.7,9.9,0.5,346.2,6.1,3.7,3.8,5.4,1.4,71.5,0.0,10.0
16-06-2000,25.7,32.6,19.1,51.6,83.9,28.7,97.5,17.1,10.0,0.5,350.8,5.1,3.7,3.9,4.8,1.3,81.7,0.0,10.0
17-06-2000,24.8,30.9,17.7,52.5,88.2,28.0,97.6,16.9,9.8,0.5,346.4,5.4,3.2,3.6,4.5,1.0,96.2,0.0,10.0
18-06-2000,22.0,30.0,16.2,73.5,98.0,38.0,97.6,12.3,7.8,0.4,250.5,3.6,2.7,2.5,5.8,1.1,188.3,0.0,3.5
19-06-2000,18.4,22.3,16.5,83.7,91.1,65.0,97.8,6.2,3.9,0.1,127.5,2.4,1.7,1.2,5.4,1.6,172.7,0.0,
20-06-2000,17.8,25.2,13.9,80.2,92.8,53.3,97.9,15.3,9.4,0.5,315.0,4.2,2.8,2.7,7.1,1.8,181.0,0.0,6.0
21-06-2000,14.4,19.1,12.0,80.2,95.4,56.2,98.1,8.2,5.0,0.1,166.9,1.8,1.8,1.4,4.8,1.5,167.5,0.0,4.5
22-06-2000,16.6,25.4,8.9,66.3,98.4,31.6,98.0,18.1,10.3,0.3,357.4,3.6,2.8,3.1,5.5,1.0,112.0,0.3,10.0
23-06-2000,20.7,30.3,10.0,49.0,87.6,25.5,97.7,17.9,9.9,0.6,353.7,5.7,3.7,3.5,5.6,1.5,84.4,0.0,10.5
24-06-2000,24.5,32.9,16.4,50.2,83.6,22.5,97.4,17.0,10.0,0.6,343.9,7.3,4.8,4.4,9.0,2.3,108.0,0.0,10.3
25-06-2000,25.3,33.6,18.0,52.4,80.9,24.5,97.5,15.6,9.3,0.6,319.0,6.2,3.7,3.7,6.1,1.3,100.7,0.0,9.5
26-06-2000,26.4,34.2,20.3,48.2,86.9,23.7,97.5,17.0,9.8,0.9,347.1,6.2,3.6,3.8,3.9,1.0,129.2,0.0,10.5
