Date,Tmean,Tmax,Tmin,RHmean,RHmax,RHmin,Pmean,Rn,Rl,G,PAR,ETcat,ET0pm,ET0cat,U2max,U2mean,U2dir,Rain,Insolation
10-07-2010,23.3,31.7,15.9,55.8,91.3,26.9,97.5,15.1,7.3,-0.1,149.2,6.9,2.9,4.3,4.9,0.8,72.2,0.0,8.1
11-07-2010,24.1,32.1,16.6,53.0,87.5,25.5,97.3,15.1,7.5,-0.2,149.9,7.4,3.7,4.4,5.8,1.4,43.2,0.0,8.1
12-07-2010,25.7,35.1,19.4,48.0,69.7,22.8,97.0,14.3,7.2,-0.1,141.1,8.0,3.9,4.6,6.9,1.4,43.1,0.0,7.3
13-07-2010,17.4,23.7,12.9,77.4,88.2,58.7,97.5,7.6,4.0,-0.6,78.8,5.1,2.3,3.4,6.7,2.3,42.8,0.0,0.4
14-07-2010,13.6,16.9,11.9,74.4,85.7,60.3,97.8,6.5,3.8,-1.0,70.6,3.3,1.7,2.2,6.7,1.8,24.2,0.0,0.0
15-07-2010,17.2,23.9,12.9,81.9,90.4,61.0,97.8,11.7,6.5,-0.2,118.4,3.3,2.2,2.2,6.7,1.2,54.1,0.0,4.6
16-07-2010,19.3,25.3,15.4,77.5,92.0,57.0,97.4,9.5,4.7,-0.2,97.8,3.5,2.0,2.4,4.9,0.9,42.6,0.0,2.4
17-07-2010,21.3,30.1,13.3,67.6,95.5,37.9,97.4,15.5,7.8,0.0,161.4,6.1,3.3,3.8,6.4,1.3,64.3,0.0,8.5
18-07-2010,23.4,30.9,16.2,58.4,91.3,28.2,97.9,16.0,7.6,0.2,165.7,6.6,3.7,3.9,5.4,1.5,48.9,0.0,9.1
19-07-2010,20.6,27.8,15.8,71.6,92.6,46.3,97.8,14.0,7.2,-0.1,146.3,5.6,2.9,3.6,5.5,1.4,50.9,0.0,7.1
20-07-2010,21.4,30.4,13.7,65.9,91.5,34.7,97.7,16.0,7.8,0.0,164.3,5.4,2.8,3.4,5.0,0.6,76.6,0.0,9.1
21-07-2010,25.5,32.1,18.6,48.1,79.7,25.7,97.5,16.6,7.8,0.1,170.2,8.8,4.5,4.9,7.3,2.0,29.0,0.0,9.8
22-07-2010,26.7,34.6,20.5,43.9,72.2,22.9,97.6,16.2,7.7,0.3,166.2,8.7,4.4,4.9,6.6,1.6,48.2,0.0,9.3
23-07-2010,26.3,33.1,19.4,47.6,72.9,28.0,97.8,15.5,7.5,0.2,160.6,7.4,3.3,4.5,4.9,0.8,64.2,0.0,8.6
24-07-2010,26.0,33.2,20.0,40.4,69.3,19.0,97.8,16.8,7.8,0.3,174.7,8.4,4.7,4.5,7.2,1.8,27.7,0.0,10.0
25-07-2010,24.4,30.7,18.6,39.6,64.3,21.9,97.8,17.3,7.6,-0.1,177.1,8.8,4.6,5.0,7.6,2.0,34.0,0.0,10.5
26-07-2010,23.1,31.1,17.5,46.5,79.3,22.0,97.8,16.9,7.5,-0.7,174.1,6.4,3.0,3.9,4.9,0.7,84.3,0.0,10.1
27-07-2010,24.0,31.2,17.0,42.9,70.7,21.1,97.8,16.0,7.4,-0.6,162.2,8.3,4.1,4.6,7.0,1.6,40.5,0.0,9.2
28-07-2010,24.7,30.1,20.5,45.4,63.4,27.1,97.8,14.9,8.1,-0.3,158.1,9.7,4.8,5.6,6.4,2.4,34.1,0.0,8.0
29-07-2010,25.8,32.3,18.3,41.7,69.5,22.1,97.7,16.9,8.0,-0.2,178.2,9.5,4.6,5.5,6.2,1.8,37.1,0.0,10.2
30-07-2010,25.2,31.1,19.4,43.6,67.0,23.8,97.4,16.9,7.8,-0.4,178.6,8.7,4.7,5.0,7.3,2.0,26.7,0.0,10.1
31-07-2010,25.6,33.2,18.5,43.3,69.7,23.1,97.2,15.7,7.4,-0.3,167.8,8.6,4.4,4.9,6.7,1.6,30.8,0.0,8.9
01-08-2010,26.1,34.8,20.1,44.4,65.7,21.9,97.3,16.4,8.2,-0.1,165.0,8.9,3.9,6.1,4.9,1.1,86.3,0.0,7.4
02-08-2010,23.5,32.0,16.3,60.0,88.8,28.1,97.4,16.4,7.7,-0.1,160.2,6.8,3.4,5.0,4.9,0.9,73.1,0.0,7.4
03-08-2010,20.0,28.1,14.0,71.0,94.2,41.0,97.4,16.5,9.0,-0.4,170.5,6.0,3.3,4.5,6.2,1.3,48.9,0.0,7.5
04-08-2010,17.4,24.0,11.9,74.4,92.1,49.7,97.4,17.0,9.1,-0.9,171.2,7.2,3.2,7.2,7.8,2.1,24.0,0.0,7.9
05-08-2010,16.6,24.1,11.2,74.4,94.3,46.2,97.4,17.6,8.8,-0.8,174.7,6.2,3.2,4.6,6.5,1.8,23.6,0.0,8.4
06-08-2010,17.5,26.3,9.7,68.8,95.0,39.6,97.4,18.4,8.8,-0.7,180.7,4.4,2.6,3.4,4.1,0.3,78.1,0.0,9.1
07-08-2010,20.4,28.9,12.4,51.1,82.4,21.4,97.8,19.2,8.3,-0.6,187.1,7.6,3.9,5.3,5.8,1.3,62.7,0.0,9.7
08-08-2010,23.3,32.1,13.4,43.2,78.3,21.7,97.8,18.5,8.6,-0.4,182.2,8.1,3.5,5.6,3.8,0.8,67.6,0.0,9.2
09-08-2010,24.6,33.4,16.4,45.9,86.9,19.6,97.4,18.0,8.7,-0.2,179.7,7.4,3.5,5.2,4.3,0.7,71.0,0.0,8.8
10-08-2010,24.8,33.6,17.8,40.6,65.9,18.8,97.8,17.3,7.5,-0.4,170.3,10.8,5.2,6.9,6.7,2.0,29.2,0.0,8.2
11-08-2010,23.9,31.8,16.5,48.8,80.5,25.3,97.4,17.6,7.5,-0.1,175.5,8.7,5.0,5.7,6.3,2.3,30.3,0.0,8.5
12-08-2010,28.9,32.8,22.8,30.1,48.5,18.6,97.5,13.1,6.4,-0.9,236.9,9.5,6.1,5.5,10.3,2.9,25.2,0.0,4.9
13-08-2010,21.5,26.4,14.6,49.7,70.4,35.9,97.8,13.4,6.2,-1.0,126.7,9.5,4.1,6.2,9.0,2.5,75.1,0.0,5.1
14-08-2010,15.3,20.7,11.1,65.0,84.0,44.8,97.4,13.5,6.2,-1.5,139.9,4.7,2.8,3.4,6.7,1.8,30.8,0.0,5.2
15-08-2010,19.3,24.2,12.2,47.2,82.6,28.2,97.4,19.2,9.4,-1.1,,5.7,4.2,3.7,5.9,2.3,47.3,0.0,9.8
16-08-2010,17.0,24.8,10.4,47.7,67.9,17.7,97.4,16.9,9.0,-1.2,183.2,7.7,4.4,5.1,8.3,2.2,29.6,0.0,8.0
17-08-2010,19.3,28.1,9.1,44.3,82.2,23.2,97.4,19.2,7.6,-0.9,205.6,8.5,4.5,4.8,6.4,2.0,32.2,0.0,9.9
18-08-2010,21.5,29.5,14.0,37.0,59.9,21.1,97.4,19.9,8.7,-0.4,210.1,9.8,5.5,5.3,6.4,2.5,37.6,0.0,10.4
19-08-2010,22.2,30.8,15.9,36.7,57.1,17.3,97.4,19.6,8.0,-0.4,208.5,7.8,4.7,6.4,6.8,1.5,36.3,0.0,10.2
20-08-2010,26.2,30.4,19.5,27.7,61.6,16.2,97.4,17.1,7.0,-0.5,263.6,6.3,4.1,6.7,5.6,1.2,44.7,0.0,8.2
21-08-2010,23.4,31.5,16.2,35.6,71.6,17.5,97.8,19.7,9.5,0.0,207.2,8.9,4.2,6.3,5.8,1.1,51.5,0.0,10.3
22-08-2010,24.6,33.3,14.3,36.4,82.0,15.0,97.4,20.8,10.5,-0.3,220.5,8.2,4.5,7.1,7.1,1.2,40.0,0.0,11.2
23-08-2010,26.3,33.6,19.1,33.2,59.3,16.5,97.4,18.9,10.8,0.0,203.9,10.6,5.1,8.7,6.9,1.6,29.7,0.0,9.7
24-08-2010,27.4,35.3,19.8,29.3,51.8,13.7,97.4,21.1,10.6,0.2,193.8,12.1,5.7,9.3,6.2,1.7,35.6,0.0,11.5
25-08-2010,27.4,34.3,20.8,28.0,51.8,12.1,97.4,21.1,10.7,0.0,193.8,12.1,5.6,9.6,6.2,1.7,35.6,0.0,11.5
26-08-2010,27.5,34.8,18.5,28.0,66.5,12.2,97.4,21.3,10.7,0.0,178.2,10.5,4.8,5.5,6.5,1.2,42.9,0.0,11.7
27-08-2010,26.3,35.7,16.4,34.3,83.5,11.9,97.4,20.5,10.6,0.2,188.5,8.8,4.1,5.8,4.9,0.7,80.1,0.0,11.0
28-08-2010,26.5,36.1,15.7,36.7,86.9,12.6,97.4,21.0,10.7,0.1,174.6,9.5,4.3,6.3,4.9,0.8,66.9,0.0,11.5
29-08-2010,27.1,36.4,17.2,35.0,83.5,11.5,97.4,17.9,7.6,-0.1,,9.5,3.7,4.9,4.9,0.6,73.1,0.0,9.0
30-08-2010,29.3,37.8,22.5,23.7,83.5,13.9,97.4,17.9,7.2,0.2,174.6,9.2,3.9,5.6,4.0,0.6,73.1,0.0,9.0
31-08-2010,27.7,34.8,20.9,36.1,65.7,18.3,97.4,19.6,10.4,0.2,163.2,11.0,6.3,9.8,7.6,2.4,46.5,0.0,10.4
01-09-2010,27.7,33.5,22.2,38.7,62.3,21.6,97.4,19.2,9.2,0.3,168.0,12.9,6.7,10.1,7.3,3.0,29.0,0.0,7.9
02-09-2010,27.3,33.9,22.2,35.4,62.6,21.6,97.4,19.1,12.3,0.2,163.4,10.6,5.7,9.9,7.3,2.0,28.4,0.0,7.8
03-09-2010,28.3,34.3,21.2,33.0,60.6,18.0,97.4,20.2,12.4,0.2,183.4,8.9,5.0,5.6,6.1,1.3,36.1,0.0,8.6
04-09-2010,25.9,35.1,23.8,48.9,56.8,17.8,97.4,19.0,13.3,0.2,265.8,8.1,5.7,5.5,6.6,1.8,44.9,0.0,7.8
05-09-2010,25.3,31.1,18.5,47.9,79.8,24.1,97.4,19.9,11.4,0.2,175.1,10.9,5.1,6.1,7.5,1.9,72.8,0.0,8.4
06-09-2010,21.2,27.4,14.9,43.6,66.0,20.0,97.4,20.5,11.6,-0.3,181.9,10.0,5.3,5.6,6.8,2.3,27.0,0.0,8.8
07-09-2010,23.4,30.3,17.1,51.1,76.3,33.8,97.4,15.1,8.2,0.0,173.1,6.9,3.8,5.0,5.8,1.2,66.8,0.0,5.1
08-09-2010,23.0,30.4,17.0,57.0,83.4,32.2,97.4,19.4,12.6,-0.1,137.2,7.9,5.1,7.3,7.3,2.3,38.0,0.0,8.1
09-09-2010,24.3,32.7,16.6,49.5,79.0,25.3,97.4,20.9,10.6,-0.3,185.7,8.0,5.3,6.9,6.5,1.8,27.1,0.0,9.2
10-09-2010,27.0,35.1,18.1,39.7,68.7,22.0,97.4,19.3,9.5,0.3,193.7,9.5,6.1,8.7,6.7,2.3,37.2,0.0,8.0
11-09-2010,29.2,36.3,22.3,32.4,59.0,14.9,97.4,21.6,11.0,0.3,190.4,11.3,7.0,10.8,8.3,2.4,33.6,0.0,9.7
12-09-2010,28.4,36.1,22.2,29.2,52.1,13.7,97.4,21.4,11.6,0.3,200.0,12.6,6.8,12.2,8.2,2.3,28.5,0.0,9.6
13-09-2010,28.3,37.1,20.8,25.5,42.4,9.9,97.4,23.2,12.2,0.1,193.3,11.6,6.4,5.8,5.0,1.7,22.9,0.0,10.8
14-09-2010,25.8,32.3,20.4,47.1,84.3,30.4,97.4,15.5,10.0,0.0,144.8,8.8,4.9,5.8,8.6,2.2,58.6,0.0,5.4
15-09-2010,22.8,28.9,17.8,61.3,91.0,31.7,97.4,14.5,7.0,0.0,130.0,4.9,3.1,3.7,4.7,0.6,64.7,0.0,4.7
16-09-2010,26.8,35.6,17.8,49.7,86.0,23.5,97.4,17.6,,,264.9,,3.1,,,,,0.0,6.9
17-09-2010,30.2,38.5,22.5,38.7,69.8,17.2,97.4,12.2,6.2,0.4,167.1,7.2,3.7,4.4,4.4,0.7,50.4,0.0,3.1
18-09-2010,27.7,34.7,21.6,50.1,82.5,28.3,97.4,16.5,9.8,0.0,79.9,5.4,4.1,5.5,3.7,0.9,55.0,0.0,6.1
19-09-2010,27.9,32.2,21.1,41.6,58.8,31.2,97.4,17.1,10.3,0.5,254.3,7.7,5.3,4.5,6.3,2.1,59.2,0.0,6.6
20-09-2010,29.0,37.4,21.0,38.8,64.8,17.8,97.4,21.9,12.1,0.4,189.0,13.2,6.7,7.1,7.1,2.0,35.2,0.0,10.0
21-09-2010,29.9,37.0,23.3,36.4,63.9,19.7,97.4,21.2,11.3,0.4,181.2,14.0,7.1,7.5,7.2,2.5,35.6,0.0,9.6
22-09-2010,33.6,37.7,27.9,23.1,34.1,15.9,97.4,16.5,9.5,0.7,257.0,10.4,6.6,5.2,6.7,2.1,83.1,0.0,6.2
23-09-2010,31.2,38.8,23.6,28.1,50.6,12.9,97.4,20.3,10.8,0.3,169.4,11.9,5.9,6.2,6.2,1.4,81.3,0.0,9.0
24-09-2010,21.6,30.4,19.0,75.2,95.3,23.7,97.4,2.9,0.5,-0.8,23.9,4.1,3.2,2.6,9.2,2.0,98.8,4.1,0.0
25-09-2010,23.8,30.6,17.9,74.5,96.9,45.7,97.4,18.4,10.1,0.1,162.8,4.0,3.7,2.7,3.7,0.6,93.4,0.0,7.6
26-09-2010,21.5,26.2,19.7,82.2,91.9,59.7,97.4,2.9,0.8,-0.8,31.5,2.4,2.0,1.6,7.3,2.1,89.1,1.0,0.0
27-09-2010,20.1,21.9,18.4,92.5,96.8,86.2,97.4,2.7,1.1,-1.1,33.9,0.5,1.1,0.3,8.8,2.5,60.2,33.3,0.0
28-09-2010,20.1,22.8,18.3,87.3,96.0,71.9,96.9,9.9,5.3,-0.8,128.0,3.1,2.4,2.0,11.8,3.0,61.2,37.1,1.5
29-09-2010,20.3,21.4,18.9,94.5,96.9,86.1,96.9,2.6,1.1,-0.7,38.0,2.2,1.0,1.6,4.9,1.2,78.5,17.5,0.0
30-09-2010,22.7,26.1,20.5,90.1,97.3,74.8,97.1,9.2,4.9,0.3,107.7,0.9,2.1,0.6,4.6,0.5,95.7,0.3,0.9
01-10-2010,24.3,32.6,20.2,82.6,97.8,52.0,97.0,15.7,9.0,0.6,171.1,4.6,3.6,3.1,7.0,0.9,89.3,7.6,3.9
02-10-2010,22.9,26.1,21.2,86.0,95.9,67.7,97.3,6.8,3.5,-0.2,84.1,1.7,2.0,1.2,6.1,1.2,76.9,3.1,0.0
03-10-2010,23.1,28.6,19.4,81.1,96.7,59.0,97.5,16.2,9.6,0.4,206.2,4.4,3.5,3.0,5.3,1.2,100.3,2.3,4.3
04-10-2010,24.1,31.5,17.2,67.5,87.9,43.1,,23.1,13.0,0.4,282.9,6.8,5.5,4.4,4.3,1.2,85.1,0.0,8.4
05-10-2010,26.8,33.9,19.8,65.4,93.3,37.5,97.2,26.0,15.6,0.9,312.0,9.5,5.6,6.1,4.5,1.1,92.0,0.0,10.2
06-10-2010,27.3,36.7,20.7,64.3,95.2,28.1,97.1,25.7,15.4,0.6,300.4,9.9,5.9,6.0,12.8,1.1,95.2,15.8,10.1
07-10-2010,19.9,22.3,18.8,86.6,92.8,75.5,97.4,0.8,0.1,-0.3,26.4,0.4,1.1,0.3,12.3,1.7,91.0,3.8,0.0
08-10-2010,21.2,26.7,16.9,63.9,94.8,32.1,,28.0,15.4,-0.4,322.2,9.4,6.3,5.5,6.6,2.2,75.8,0.3,11.5
09-10-2010,22.4,29.1,15.7,53.0,75.2,30.0,,26.2,13.9,-0.3,304.7,8.7,5.8,5.2,6.2,1.5,80.0,0.0,10.4
10-10-2010,21.0,26.5,16.9,61.4,76.7,33.7,98.6,19.4,10.2,-0.6,228.5,6.8,4.9,4.2,7.7,2.2,59.3,0.0,6.2
11-10-2010,22.1,28.6,16.0,55.1,79.5,30.6,98.3,26.2,14.0,-0.3,306.8,10.0,5.9,5.9,6.8,2.3,53.4,0.0,10.4
12-10-2010,21.7,28.2,15.2,48.6,76.1,21.0,97.7,28.6,14.7,-0.2,327.6,10.9,6.4,6.2,7.3,2.4,50.8,0.0,11.9
13-10-2010,23.4,31.4,15.4,49.1,70.4,28.5,,27.4,14.2,0.2,310.2,9.8,6.0,5.9,5.8,1.8,64.1,0.0,11.2
14-10-2010,26.6,36.3,21.1,57.0,75.5,31.2,97.2,20.6,11.4,0.5,230.8,8.3,5.8,5.1,8.5,1.7,90.4,0.0,7.0
15-10-2010,26.5,32.0,22.1,65.3,86.3,42.3,97.5,24.3,14.3,0.6,276.1,8.0,6.0,4.8,7.9,2.4,54.7,0.0,9.3
16-10-2010,24.0,32.7,20.5,79.0,97.0,45.3,97.5,12.1,6.7,-0.5,138.7,4.9,4.3,3.2,12.7,2.6,95.6,26.9,1.8
17-10-2010,24.3,31.2,19.4,78.8,96.8,42.6,97.2,25.2,14.9,0.8,291.8,5.5,5.2,3.6,4.2,1.1,97.0,0.3,9.9
18-10-2010,23.9,28.8,21.3,72.3,89.8,52.9,97.2,17.3,9.5,0.0,203.2,6.6,4.2,4.2,,1.9,71.0,0.0,5.0
19-10-2010,24.6,31.2,17.8,62.2,86.1,37.4,97.3,26.1,13.4,0.2,293.8,7.4,5.4,4.8,5.1,1.1,90.6,0.0,10.5
20-10-2010,25.2,31.3,19.1,49.0,75.2,27.1,97.2,30.5,15.6,0.3,339.4,10.0,6.7,6.1,7.9,1.8,59.1,0.0,13.2
21-10-2010,27.4,35.5,19.8,37.7,62.6,23.9,97.1,30.3,15.5,0.3,331.1,8.8,7.0,5.1,4.7,1.5,76.0,0.0,13.1
22-10-2010,27.1,36.4,21.4,55.6,97.4,28.4,96.8,22.7,12.4,-0.3,252.8,9.2,6.3,5.4,11.4,2.0,93.4,34.3,8.4
23-10-2010,24.0,28.0,21.1,85.1,96.4,64.5,96.9,15.6,8.6,0.1,182.8,3.8,3.4,2.6,5.9,1.3,76.6,5.1,4.0
24-10-2010,26.9,32.9,22.0,74.2,94.4,46.1,96.9,28.2,16.3,1.1,324.3,7.4,5.7,5.1,4.3,0.6,81.1,0.0,11.9
25-10-2010,26.8,32.3,22.4,73.3,95.3,43.3,96.8,25.8,14.2,0.8,295.6,8.0,5.5,5.4,4.6,1.0,88.0,0.0,10.4
26-10-2010,25.1,31.0,19.9,58.9,86.0,31.0,96.9,30.5,16.1,0.0,344.8,11.3,6.7,6.5,7.9,2.0,59.1,0.0,13.4
27-10-2010,23.9,31.2,16.0,45.7,78.4,17.2,97.6,32.5,16.0,-0.2,353.4,10.7,6.6,6.0,5.1,1.4,96.5,0.0,14.7
28-10-2010,25.7,34.1,16.1,45.7,85.3,19.6,,31.7,16.2,0.2,348.6,10.2,6.9,5.9,4.5,1.0,82.2,0.0,14.2
29-10-2010,28.8,36.1,20.1,46.7,73.8,27.9,96.7,30.1,16.3,0.5,337.1,10.6,6.9,6.3,5.2,1.4,74.8,0.0,13.2
30-10-2010,24.7,32.5,18.1,72.8,95.2,47.7,96.9,10.9,5.5,-1.1,125.5,3.2,3.7,2.0,11.2,1.9,97.0,32.8,1.1
31-10-2010,22.3,25.6,19.9,87.7,96.8,72.9,97.3,9.5,4.8,-0.5,112.7,2.4,2.3,1.7,5.8,1.3,75.3,1.0,0.2
01-11-2010,23.5,28.2,20.5,74.2,96.8,47.9,97.4,19.6,10.2,-0.1,225.5,5.4,4.4,3.4,6.0,1.5,50.6,0.5,6.9
02-11-2010,23.6,30.2,18.4,53.0,76.6,23.8,97.1,27.8,14.5,0.1,309.3,8.4,5.7,5.1,4.2,1.1,98.6,0.0,12.4
03-11-2010,25.3,33.2,17.0,51.5,92.3,23.3,97.1,32.2,17.0,0.3,370.8,8.8,6.1,5.3,3.8,0.7,75.8,0.0,15.5
04-11-2010,27.1,34.0,17.5,54.2,86.9,30.1,96.9,31.7,17.1,0.6,356.3,9.7,6.5,6.0,4.3,1.0,77.5,0.0,15.1
05-11-2010,24.8,32.8,20.5,75.1,94.9,46.9,96.9,20.6,10.2,-0.3,232.0,6.1,5.5,3.8,10.9,2.6,71.5,3.3,7.6
06-11-2010,22.9,27.4,19.5,75.6,96.2,48.4,97.0,24.2,11.6,-0.2,269.7,6.1,4.9,3.9,6.3,1.6,80.6,2.5,10.0
07-11-2010,23.9,31.2,16.2,59.2,95.3,28.6,97.4,32.4,17.2,0.1,360.5,8.8,6.1,5.5,5.6,0.9,82.2,0.0,15.7
08-11-2010,27.6,34.2,21.8,57.2,74.2,37.2,97.0,30.3,16.3,0.5,345.1,10.8,7.3,6.6,6.2,2.2,59.4,0.0,14.2
09-11-2010,27.4,33.8,22.0,66.9,92.9,43.3,97.0,25.2,13.6,0.5,285.4,8.0,5.9,5.2,7.6,1.6,95.1,7.6,11.6
10-11-2010,22.3,25.0,19.9,89.3,98.2,74.6,97.3,11.2,3.9,-1.1,126.7,2.4,2.5,1.7,6.4,1.4,76.1,37.6,1.1
11-11-2010,24.8,30.2,20.6,71.9,92.8,50.8,97.4,28.9,15.0,0.5,327.8,7.2,5.9,4.8,5.2,1.3,92.6,0.0,13.3
12-11-2010,25.0,31.2,18.3,67.1,85.5,50.1,97.4,30.3,15.6,0.3,345.5,9.6,6.3,6.3,6.6,1.9,84.8,0.0,14.3
13-11-2010,25.5,31.0,20.5,66.5,93.5,48.3,97.3,29.7,15.1,0.3,338.9,10.2,6.4,6.5,6.5,2.1,68.5,4.6,13.9
14-11-2010,24.1,30.0,19.2,72.9,90.3,53.5,97.1,26.2,11.1,-0.1,295.0,7.0,5.4,4.7,6.1,1.5,75.5,0.0,11.5
15-11-2010,23.6,29.8,18.5,79.9,98.0,52.2,97.1,22.4,11.0,-0.4,251.3,5.0,4.8,3.3,10.7,1.6,83.8,21.8,8.9
16-11-2010,22.8,27.3,18.9,79.9,94.8,57.9,97.0,18.4,5.5,-0.3,207.2,3.9,3.8,2.7,5.2,0.8,78.5,0.3,6.1
17-11-2010,24.9,29.9,20.1,68.7,91.6,41.8,97.0,31.1,14.6,0.2,351.9,9.0,6.3,5.6,5.5,1.4,91.8,0.0,15.0
18-11-2010,24.7,30.7,19.1,57.9,93.9,28.1,96.9,32.7,14.9,0.0,363.3,10.0,6.6,5.8,6.2,1.3,91.2,0.0,16.1
19-11-2010,26.1,33.6,17.2,54.7,89.9,30.3,96.8,32.5,16.8,0.2,361.9,9.2,6.5,5.6,4.4,1.0,81.5,0.0,16.0
20-11-2010,23.6,27.7,19.9,78.4,96.0,48.9,97.1,7.6,0.4,-0.9,89.7,1.8,2.5,1.2,7.4,1.3,91.5,16.5,0.0
21-11-2010,26.8,34.1,21.5,72.1,93.1,37.9,96.9,29.8,11.3,0.9,340.8,7.3,6.4,4.7,4.6,1.0,85.7,0.3,14.1
22-11-2010,24.1,29.7,20.6,86.7,97.4,61.6,96.7,18.7,1.6,0.0,216.3,4.5,4.1,3.2,6.1,1.3,15.8,33.5,6.4
23-11-2010,25.8,31.5,20.7,73.4,97.0,46.0,96.5,28.6,10.5,0.4,326.4,5.8,5.8,3.8,3.8,0.8,97.2,0.0,13.3
24-11-2010,26.9,33.0,21.1,68.6,94.8,40.3,96.6,30.3,17.0,0.7,343.5,7.6,6.2,5.1,4.1,0.7,236.9,0.0,14.5
25-11-2010,27.3,33.0,22.2,69.5,91.3,48.2,96.8,28.3,15.7,0.6,326.6,8.8,6.0,5.7,4.4,1.0,77.6,0.0,13.1
26-11-2010,27.8,32.8,22.3,62.5,86.3,41.5,96.9,30.5,16.4,0.6,346.9,9.5,6.4,6.0,4.9,1.0,92.2,0.0,14.6
27-11-2010,29.0,35.3,23.0,63.2,88.2,37.7,96.8,31.8,17.4,0.7,360.5,9.2,6.7,6.0,3.9,0.7,174.6,0.0,15.6
28-11-2010,28.0,34.5,22.9,67.8,84.9,42.5,96.8,27.2,14.9,0.5,303.2,8.3,6.0,5.5,7.7,0.9,82.9,0.0,12.4
29-11-2010,24.8,31.1,21.0,81.7,96.1,57.0,96.9,20.8,8.2,-0.2,240.3,5.2,4.7,3.5,6.9,1.6,98.8,9.4,7.9
30-11-2010,25.6,31.5,22.4,82.1,94.3,54.2,96.9,24.9,13.8,0.3,290.4,5.0,5.3,3.4,7.8,0.8,136.2,1.0,10.8
01-12-2010,27.7,33.2,22.3,72.4,95.3,45.2,96.8,31.2,19.5,0.7,365.8,8.5,6.4,5.6,4.2,0.7,253.6,0.3,13.1
02-12-2010,26.7,32.9,23.4,78.2,95.0,50.3,96.8,20.1,12.0,0.1,232.8,6.0,5.0,4.0,7.4,1.6,50.8,5.1,5.7
03-12-2010,27.9,32.1,24.6,76.9,95.3,53.0,96.9,15.2,2.1,0.2,177.1,3.6,3.7,2.4,4.5,0.8,127.5,0.3,2.5
04-12-2010,29.3,35.2,24.6,68.2,86.6,35.7,97.0,24.5,15.1,0.7,285.2,7.5,5.6,4.9,4.1,0.8,148.3,0.0,8.6
05-12-2010,28.0,34.8,22.2,75.9,94.7,45.8,96.9,22.9,10.1,0.2,260.4,5.4,5.2,3.6,10.4,0.9,151.7,14.5,7.6
06-12-2010,26.5,32.1,21.9,77.1,94.4,55.0,96.9,25.8,3.1,0.3,301.6,5.4,5.6,3.7,5.2,1.3,337.1,0.3,9.5
07-12-2010,28.1,34.7,22.9,73.0,94.5,44.6,96.8,28.5,14.1,0.7,335.1,8.4,6.2,5.6,8.2,0.9,217.4,0.3,11.3
08-12-2010,26.0,31.5,22.2,77.2,93.0,52.5,96.8,24.2,12.6,-0.1,276.3,7.2,5.3,4.7,7.8,1.2,94.6,0.0,8.4
09-12-2010,26.5,33.1,20.2,71.4,96.1,43.2,96.7,30.1,17.9,0.2,350.2,7.6,6.1,5.0,3.4,0.6,182.6,0.0,12.3
10-12-2010,30.0,35.7,23.3,58.9,90.1,26.9,96.7,31.3,17.8,0.5,355.9,9.8,7.1,5.9,6.2,1.3,232.3,0.0,13.2
11-12-2010,29.4,35.7,26.3,68.2,81.9,44.2,96.6,22.7,12.3,0.2,256.2,6.5,5.7,4.2,4.9,1.3,86.9,0.0,7.5
12-12-2010,30.3,36.4,25.3,65.6,84.8,41.2,96.5,28.4,16.4,0.6,325.6,10.5,6.6,6.6,5.2,1.1,82.6,0.0,11.2
13-12-2010,24.6,28.9,21.3,80.1,96.8,60.5,96.3,7.2,3.2,-1.1,82.9,4.4,2.4,3.1,8.0,1.5,86.9,13.2,
14-12-2010,19.4,21.7,17.3,80.7,90.6,70.9,96.7,8.8,4.1,-1.6,100.1,3.4,2.2,2.3,5.8,1.5,121.7,0.3,
15-12-2010,22.1,25.6,18.4,82.5,93.2,70.8,,10.6,5.4,-0.8,118.8,3.2,3.1,2.2,5.6,0.9,346.4,0.0,
16-12-2010,24.7,30.4,22.2,82.8,98.2,62.6,97.4,,,,,6.8,1.2,6.8,8.5,1.4,105.8,26.2,
17-12-2010,23.8,27.1,20.9,90.8,98.9,76.2,97.4,,,,,1.0,1.0,1.0,10.7,2.0,322.6,59.4,
18-12-2010,24.3,27.9,21.2,84.5,98.1,66.5,96.9,13.0,7.9,0.4,280.3,3.1,3.2,11.1,5.8,2.1,54.3,19.8,1.0
19-12-2010,25.3,31.3,21.9,79.1,94.5,48.9,,10.7,5.6,0.1,148.8,2.5,3.2,2.5,5.3,1.5,118.6,0.5,
20-12-2010,28.8,34.4,23.7,66.1,88.8,39.9,97.5,,,,,6.8,0.9,6.8,4.7,0.3,37.7,0.0,
21-12-2010,29.4,33.6,22.9,59.9,88.6,35.5,,,,,,7.3,0.8,7.3,7.2,1.6,109.1,0.3,
22-12-2010,26.0,32.3,21.8,75.7,93.6,48.6,97.2,30.0,17.6,0.8,347.8,9.6,6.2,6.4,7.0,1.0,103.6,0.3,12.3
23-12-2010,25.8,32.5,22.1,80.6,96.2,47.7,97.0,24.2,13.8,0.6,282.5,6.2,5.1,4.2,8.0,0.6,285.0,5.6,8.5
24-12-2010,27.4,31.9,23.3,74.1,92.6,52.7,96.9,24.9,15.2,0.9,425.7,7.2,5.5,4.7,5.4,1.3,194.8,0.3,8.9
